soldprice,date,model
15.99,4/14,intel xeon e5-2650
4.55,4/14,intel core i3-380m
100.0,4/14,intel xeon e5-2683 v4 es
20.0,4/14,intel core i5-650
79.0,4/15,intel core i3-6100t
16.0,4/15,intel core i5-750
24.95,4/15,intel xeon e5-1620
57.98,4/15,amd a10-6700
24.16,4/15,amd k6-2
24.49,4/15,amd athlon x4 840
39.8,4/15,intel xeon e5-4620
20.0,4/15,intel core i5-3320m
66.8,4/15,intel core 2 quad q9650
110.0,4/15,intel core i7-4770
9.99,4/15,amd a4-5300
35.0,4/15,intel xeon e5-1620
22.0,4/15,intel xeon e5-2670
15.2,4/15,intel xeon e5-2420 v2
10.99,4/15,intel xeon w5590
120.0,4/15,intel core i7-4770s
50.0,4/15,intel pentium ii
6.0,4/15,intel core 2 duo 6320
22.0,4/15,intel core 2 duo e8400
46.0,4/15,intel xeon e5-2680
10.0,4/15,intel pentium ii
72.0,4/15,amd fx-8300
280.0,4/15,intel core i7-7700k
0.99,4/15,intel core 2 duo e8400
399.99,4/15,intel core i9-9900k
19.0,4/15,intel xeon e5-2670
268.0,4/15,amd phenom ii x6 1090t
23.5,4/15,intel core i5-2520m
275.0,4/15,intel core i7-7700k
389.99,4/15,intel core i9-9900k
59.95,4/15,intel core 2 duo e8400
73.99,4/15,intel core i7-2600
17.6,4/15,intel core i5-760
100.0,4/15,intel xeon x3370
40.0,4/15,intel xeon e5-2650 v2
47.45,4/15,intel xeon e5-2623 v3
25.0,4/15,intel core i3-2130
23.95,4/15,intel xeon e5-2640
150.0,4/15,intel core i7-2600
113.49,4/15,intel core i7-4771
39.95,4/15,intel xeon x5570
100.0,4/15,intel core i5-6600
229.0,4/15,intel core 2 extreme qx9770
29.8,4/15,intel xeon e5-2660
12.0,4/15,intel core 2 quad q6600
58.0,4/15,intel xeon e5-4650
3.5,4/15,intel core i3-540
119.0,4/15,intel core i7-4790
39.95,4/15,intel core i3-4170t
140.0,4/15,intel xeon e3-1220 v6
129.99,4/15,intel core i7-3960x
130.0,4/15,intel xeon e5-2650 v3
4.85,4/15,intel pentium g850
40.0,4/15,intel core i5-2500k
23.99,4/15,intel xeon e5-2430v2
170.0,4/15,intel core i5-4460
136.0,4/15,amd ryzen 5 2600
12.89,4/15,intel core i3-4000m
15.0,4/15,intel xeon e5-2620
120.0,4/15,intel core i7-3770
327.82,4/15,intel core i7-7700
15.0,4/15,intel core i3-2120
74.0,4/15,intel core i5-4670k
55.0,4/15,intel core i5-4670k
80.22,4/15,intel xeon e5-1650 v2
16.16,4/15,intel core 2 duo e8400
9.5,4/15,intel core i3-3120m
398.0,4/15,intel xeon e-2146g
76.0,4/15,intel core i7-2600
34.99,4/15,intel core i5-3450
14.62,4/15,intel xeon e5405
120.0,4/15,intel core i7-4770
16.99,4/15,amd a4-7300
2099.0,4/15,intel xeon gold 6242
159.96,4/15,intel core i5-4590
28.45,4/15,intel xeon e5-2640
200.0,4/15,intel core i7-9700f
24.98,4/15,intel xeon e5-2650
27.5,4/15,amd a8-6500
5.0,4/15,intel core 2 duo 4300
126.78,4/15,intel core 2 duo e8400
150.0,4/15,intel xeon x5690
68.86,4/15,amd a10-6800k
35.0,4/15,intel core i5-3570
150.0,4/15,intel xeon e5-2683 v4 es
27.5,4/15,intel xeon x5660
15.0,4/15,intel xeon e5-2660
35.0,4/15,intel core i5-3570
209.99,4/15,intel xeon e5-2665
95.0,4/15,intel core i3-6100t
130.0,4/15,intel core i7-4790
24.99,4/15,amd phenom x4 9750
44.95,4/15,intel xeon e5-1630 v3
69.99,4/15,amd a10-6790k
50.99,4/15,intel xeon e5-2450v2
23.99,4/15,intel core i5 3230m
25.0,4/15,intel xeon x5570
40.0,4/15,intel xeon x5670
23.95,4/15,intel core i5-2320
250.0,4/15,intel xeon e5-2660 v4
29.99,4/15,intel core i5-2400
399.98,4/15,intel xeon e5-2660 v4
40.0,4/15,intel xeon e5-1650
9.99,4/15,intel core i3-2100
100.0,4/15,intel xeon e5-2690 v2
261.95,4/15,intel core 2 duo e8400
37.99,4/15,intel xeon e5-2637 v2
18.5,4/15,amd phenom ii
38.88,4/15,intel xeon e5-2670
39.95,4/15,amd athlon x2 3800+
183.8,4/15,intel xeon e5-1660 v2
207.93,4/15,intel core i5-9400
109.0,4/15,intel core i7-4770
20.0,4/15,intel xeon  x5560
44.95,4/15,intel core 2 quad q6600
17.99,4/15,intel xeon e5-2650l
124.0,4/15,intel core i7-4930k
45.0,4/15,intel xeon x5680
150.0,4/15,intel xeon e5-2697 v2
28.45,4/15,intel xeon e5640
9.1,4/15,intel pentium e5800
26.0,4/15,amd fx-6100
22.8,4/15,intel xeon e5-2620 v2
110.0,4/15,intel xeon e3-1265l v2
17.0,4/15,intel xeon x5670
99.99,4/15,amd fx-8320
22.48,4/15,amd  fx-4100
27.99,4/15,intel core i7-860
240.0,4/15,intel core i7-4960x
15.9,4/15,intel xeon e5-2620 v2
110.0,4/15,intel core i5-7400
40.0,4/15,intel xeon x5680
99.99,4/15,intel core i3-6098p
239.99,4/15,intel xeon e5-2620 v4
19.8,4/15,intel xeon e5-2603 v2
87.95,4/15,intel core 2 quad q6600
35.0,4/15,intel core i5-3570k
32.95,4/15,intel xeon e5-1603 v4
98.95,4/15,intel core i7-5820k
12.99,4/15,intel core 2 duo e4600
24.99,4/15,intel xeon e5-2440v2
120.0,4/15,intel core i7-4790
11.95,4/15,amd athlon ii x4 740
137.7,4/15,intel xeon x5690
39.95,4/15,intel core i3-4170t
129.99,4/15,amd ryzen 3 2200g
151.99,4/15,intel xeon e5-2609 v4
210.0,4/15,intel core i7-6700
47.45,4/15,intel xeon x5675
20.0,4/15,intel xeon e3120
100.0,4/15,intel core i7-2860qm
350.0,4/15,amd ryzen 7 3800x
30.0,4/15,intel core i7-860
12.0,4/15,amd athlon ii x4 635
39.95,4/15,intel core i3-4170t
40.0,4/15,intel xeon e3-1225 v3
113.0,4/15,intel core i7-4790
60.0,4/15,intel xeon x5660
159.99,4/15,intel core i5-650
15.99,4/15,intel xeon e5-2620
44.95,4/15,amd fx-6120
58.8,4/15,intel xeon e5-1620 v2
86.68,4/15,intel xeon e5-2687w
124.99,4/15,intel xeon e5-2650l v3
15.0,4/15,intel xeon x5677
15.96,4/15,intel xeon x3430
10.0,4/15,intel pentium g2030
240.0,4/15,intel xeon e5-2620 v4
74.98,4/15,intel xeon e5-2470v2
120.0,4/15,intel core i7-6700t
114.99,4/15,intel core i7-4790
50.0,4/15,intel core i5-2500k
149.99,4/15,intel core i7-4790
159.0,4/15,intel xeon e5-2667 v2
31.95,4/15,intel xeon x5460
5.99,4/15,intel core 2 duo e7600
65.0,4/15,intel xeon e3-1220 v5
200.0,4/15,intel xeon e-2144g
450.0,4/15,intel core i5-4570s
97.95,4/15,intel xeon e5-2690 v2
22.88,4/15,intel xeon e5-2630 v2
22.0,4/15,intel core 2 duo e8400
11.96,4/15,intel xeon e5-2630
237.99,4/15,intel xeon e5-2637v4
8.99,4/15,amd athlon 300u
199.0,4/15,intel core i7-2600
9.39,4/15,intel core 2 duo e7200
100.0,4/15,intel xeon e3-1240 v3
40.0,4/15,intel xeon e5-2630 v3
20.0,4/15,intel core 2 duo e8400
137.99,4/16,amd fx-8350
99.99,4/16,intel xeon e3-1240 v5
4.0,4/16,intel core 2 quad q8300
70.69,4/16,amd fx-8350
189.95,4/16,intel core i7-7800x
38.0,4/16,amd a8-5600k
49.99,4/16,intel core i5-3570k
89.95,4/16,intel xeon e5-2637 v2
11.39,4/16,amd athlon ii x3 445
130.0,4/16,intel xeon e5-2650 v4
15.99,4/16,intel xeon e5-2665
69.99,4/16,intel xeon x3450
112.0,4/16,intel pentium g5400
159.99,4/16,intel xeon x5690
29.95,4/16,intel core i5-2500
255.0,4/16,intel  i7-8700t
289.0,4/16,intel  i7-8700k
787.5,4/16,intel xeon e5-2637 v2
47.99,4/16,intel xeon e5-2637 v3
118.78,4/16,intel xeon e5-2680 v2
42.74,4/16,intel xeon e3-1260l
74.99,4/16,intel xeon e5645
18.52,4/16,intel core 2 duo e8500
44.0,4/16,intel xeon e5-2637 v2
15.0,4/16,intel core 2 duo e8500
22.95,4/16,amd a8-5500
29.99,4/16,amd a8-5600k
6.99,4/16,intel core 2 duo e8400
14.97,4/16,amd opteron 6275
7.95,4/16,intel xeon e5-1603
49.99,4/16,intel core 2 duo e8600
71.95,4/16,intel core i7-3720qm
26.05,4/16,intel core duo t2300
22.0,4/16,intel xeon e5-2630l v2
38.39,4/16,intel core i3-4150
100.0,4/16,amd fx-9590
59.99,4/16,intel core i5-4440s
85.0,4/16,intel core i7-2600k
11.99,4/16,amd opteron 6172
134.98,4/16,amd ryzen 7 2700x
20.41,4/16,amd a4-3300
120.0,4/16,intel xeon e5-2670
40.0,4/16,intel core i3-4170
47.99,4/16,intel core i3-4170
135.96,4/16,intel core i5-6600k
207.68,4/16,amd ryzen 7 2700x
49.99,4/16,amd fx-6300
29.99,4/16,intel xeon x5677
124.95,4/16,intel xeon e5-2650 v4
207.8,4/16,intel xeon e5-2697 v2
179.99,4/16,intel core i7-4790k
119.0,4/16,intel core i7-5930k
13.45,4/16,intel xeon e5-2643
207.68,4/16,amd ryzen 7 2700x
204.98,4/16,amd ryzen 7 2700x
154.99,4/16,amd ryzen 5 1600x
20.19,4/16,intel xeon e5-2430l
20.0,4/16,intel xeon e5-2650 v2
48.99,4/16,intel i5 2550k
200.0,4/16,intel core i7-6700
19.99,4/16,intel xeon e5-2609 v2
85.0,4/16,amd fx-8100
116.0,4/16,intel core i7-4790s
124.98,4/16,amd ryzen 5 1400
220.0,4/16,intel core i7-6700k
208.62,4/16,intel core i7-6700k
264.99,4/16,intel core i3-32xx
64.99,4/16,intel xeon e5-2643 v2
69.99,4/16,intel xeon x5680
16.0,4/16,intel core i3-3240
21.97,4/16,intel core i3-3225
299.0,4/16,intel  i7-8700
150.0,4/16,intel core i5-6600
134.98,4/16,amd ryzen 7 2700x
158.98,4/16,amd ryzen 7 2700x
299.99,4/16,intel core 2 duo e8500
59.95,4/16,intel core i7-2620m
99.76,4/16,amd fx-8350
69.85,4/16,intel core i7-2600
44.99,4/16,intel core i5-3570k
69.0,4/16,intel core i5-3570
22.5,4/16,intel xeon x5650
144.88,4/16,amd ryzen 7 2700x
29.9,4/16,intel core i5-3470s
65.0,4/16,intel xeon e3-1270 v2
129.98,4/16,intel xeon e3-1280v3
14.81,4/16,amd sempron 2100
79.99,4/16,intel core i5-6500t
9.99,4/16,intel pentium g2120
94.0,4/16,intel xeon e5-4650
49.95,4/16,amd athlon ii x4 615e
375.0,4/16,intel core i7-4960x
126.99,4/16,intel core i7-4771
70.99,4/16,intel pentium pro
349.99,4/16,intel xeon e5-2667 v3
146.8,4/16,intel xeon e5-2695 v2
139.0,4/16,amd ryzen 5 1500x
39.99,4/16,intel core i7 820qm
29.99,4/16,intel xeon e3-1220 v3
24.99,4/16,intel xeon e5-2667
248.0,4/16,intel xeon e5-2667 v4
150.0,4/16,intel xeon e3-1220 v6
59.95,4/16,intel xeon e5-1630 v3
129.99,4/16,intel core i3-6098p
95.0,4/16,intel core i3-6100
89.99,4/16,intel core i3-6100
29.99,4/16,amd phenom ii x4 955
61.8,4/16,intel xeon e5-2650l v2
22.0,4/16,intel pentium iii
12.0,4/16,intel core 2 duo e6750
179.0,4/16,intel core i5-7600k
29.32,4/16,intel pentium mmx
200.0,4/16,intel core i7-6700k
3482.98,4/16,intel core i7-4770
5.0,4/16,intel pentium g2030
82.75,4/16,intel xeon e5-2690 v2
188.0,4/16,intel core i7-6700
1425.0,4/16,amd ryzen thread ripper 3970x
90.0,4/16,intel core i7-5820k
84.95,4/16,amd a10-9700
46.98,4/16,intel core i5 2300
46.99,4/16,intel core i5 2310
60.0,4/16,intel pentium e5300
46.99,4/16,intel core i5 2320
29.0,4/16,intel core i5-2310
80.0,4/16,amd a6-5350m
377.15,4/16,intel xeon silver 4114
280.0,4/16,amd ryzen 5 3600
99.99,4/16,intel core i7-4710mq
64.0,4/16,intel core i5-4670k
199.99,4/16,intel core i7-4770k
148.0,4/16,intel core i5-8500t
249.1,4/16,intel xeon w-2123
16.86,4/16,amd k6-2
19.99,4/16,intel xeon 3040
130.0,4/16,intel core i7-4770k
89.0,4/16,intel core i5-6500
417.45,4/16,intel xeon 4208
204.98,4/16,amd ryzen 7 2700x
15.99,4/16,amd opteron 6238
10.25,4/16,intel xeon e5-2640
49.99,4/16,intel xeon x5690
69.99,4/16,intel core i7-3820
199.0,4/16,intel core i7-7740x
137.99,4/16,amd fx-8350
6.0,4/16,intel core 2 duo e8400
149.95,4/16,amd fx-8350
78.15,4/16,intel xeon e5-2687w
40.0,4/16,intel core i7-950
29.99,4/16,intel xeon e3-1220 v2
115.0,4/16,intel core i7-4770k
63.98,4/16,intel xeon x3370
155.0,4/16,amd ryzen 5 2600x
13.11,4/16,intel xeon e5-2650
65.0,4/16,amd a4-6300
190.0,4/16,intel core i7-6700t
57.99,4/16,amd fx-8120
49.95,4/16,intel core i5-3320m
11.99,4/16,intel core i3-2120
44.5,4/16,amd a10-5800k
30.99,4/16,intel xeon e3-1220 v3
13.75,4/16,intel xeon  e5-1428l v2
29.99,4/16,intel core i5-3350p
12.83,4/16,intel xeon  e5-1428l v2
44.99,4/16,intel xeon e5-2630
48.66,4/16,intel i5 2500
277.14,4/16,intel xeon e5-1660 v3
75.0,4/16,intel core i3-2120
22.03,4/16,intel xeon e5-2430l
399.99,4/16,intel core i9-10900
229.99,4/16,intel core i5-10600kf
25.0,4/16,amd phenom ii x4 955
17.48,4/16,intel core i3-540
134.95,4/16,intel xeon e5-2609 v4
55.94,4/16,intel core i3-540
130.0,4/16,intel core i3-540
114.99,4/16,intel core i5-6600
419.95,4/16,intel core i7-6950x
204.98,4/16,amd ryzen 7 2700x
299.99,4/16,amd ryzen 7 3800x
207.68,4/16,amd ryzen 7 2700x
86.0,4/17,intel core i7-7700
19.99,4/17,intel xeon e5-2640
190.0,4/17,intel core i7-6700t
125.0,4/17,intel xeon e5-2640 v2
239.0,4/17,intel core i7-6700k
12.0,4/17,amd a6-5400k
14.99,4/17,amd athlon 64
5.0,4/17,intel core 2 duo e7500
25.88,4/17,amd a8-3850
139.95,4/17,amd fx-8350
71.99,4/17,amd fx-6350
23.99,4/17,amd a6-5400
25.99,4/17,amd phenom ii x4 b95
14.99,4/17,amd opteron 2435
67.98,4/17,amd fx-8100 8120 8150
116.5,4/17,amd ryzen 5 1600
191.0,4/17,intel core i7-7700k
10.1,4/17,intel core 2 quad q9450
59.99,4/17,intel xeon e5-1650 v2
15.0,4/17,amd-k6-2
36.55,4/17,amd athlon ii x2 220
86.0,4/17,intel core i7-3770
93.05,4/17,intel xeon e5-2670 v2
28.79,4/17,intel core i7-860
26.39,4/17,intel xeon x7560
63.98,4/17,amd a10-7800
24.0,4/17,amd phenom ii x 6 1055t
5.9,4/17,intel core i3-3220
299.9,4/17,amd ryzen 7 3700x
35.0,4/17,intel core i3-2100
14.4,4/17,intel core 2 quad q9300
18.25,4/17,intel core 2 duo t9600
18.25,4/17,intel core 2 duo t9600
13.0,4/17,intel core 2 duo t8300
27.75,4/17,intel core 2 duo t9300
240.0,4/17,intel core i7-8700k
45.0,4/17,amd a8-7600
38.39,4/17,intel xeon x7560
99.95,4/17,amd fx-8320
145.0,4/17,amd r5 2600x
18.25,4/17,intel core 2 duo p9600
260.0,4/17,intel core i9-9900k
675.0,4/17,intel core i9-7980xe
30.0,4/17,intel core i7-960
35.99,4/17,intel core i7-940
35.0,4/17,intel core i7-940
15.0,4/17,intel core i7-930
39.19,4/17,intel core i7-930
33.59,4/17,intel core i7-920
280.0,4/17,intel core i9-9900k
20.0,4/17,intel core i7-920
25.0,4/17,intel xeon e3-1220 v2
39.99,4/17,intel xeon e3-1220 v3
28.79,4/17,intel core i7-860
155.19,4/17,intel core i7-4790k
155.5,4/17,intel core i7-6700
147.5,4/17,intel core i7-6700
141.5,4/17,intel core i7-6700
115.5,4/17,intel core i7-6700
139.95,4/17,intel core i7-880
320.0,4/17,intel core i9-9900k
15.0,4/17,intel xeon e5-2440v2
27.99,4/17,intel pentium g2030
210.0,4/17,intel xeon e5-2667 v3
76.0,4/17,amd ryzen 5 1600
250.0,4/17,amd fx-9590
19.41,4/17,amd athlon x4 840
118.5,4/17,amd ryzen 3 3200g
319.9,4/17,amd ryzen 7 3800x
35.0,4/17,amd fx-6100
25.28,4/17,intel core 2 duo e7400
72.0,4/17,intel xeon e5-2640 v3
147.5,4/17,intel core i7-6700
147.5,4/17,intel core i7-6700
110.5,4/17,intel core i7-6700
475.0,4/17,intel xeon 4114
4.5,4/17,intel pentium m750
14.99,4/17,intel xeon e5-2430
10.0,4/17,intel pentium g3258
39.98,4/17,intel pentium g3220
25.0,4/17,intel xeon e5-2430v2
10.95,4/17,intel pentium g2030
145.0,4/17,amd r5 3500x
179.99,4/17,amd ryzen 7 1800x
16.0,4/17,amd athlon
162.5,4/17,amd ryzen 7 2700x
48.99,4/17,intel core i5-2400s
103.39,4/17,intel core i3-7100
71.0,4/17,intel core i5-6400
20.0,4/17,intel core i3-4160
28.7,4/17,intel core i3-4160
25.7,4/17,intel core i3-4170
25.66,4/17,intel core i3-530
90.23,4/17,intel core i3-6100t
19.86,4/17,intel xeon x5650
64.0,4/17,intel core i3-6100t
105.5,4/17,intel core i3-7100
126.0,4/17,intel core i3-8100
14.99,4/17,intel xeon x5570
22.0,4/17,intel core i5 480m
76.99,4/17,intel xeon x5650
19.86,4/17,intel xeon x5650
23.99,4/17,intel xeon x5650
23.86,4/17,intel xeon x5650
80.0,4/17,intel xeon x5680
34.5,4/17,intel core i5-2500
151.96,4/17,intel core i5-650
163.95,4/17,intel core i5-650
14.99,4/17,intel xeon x3430
66.0,4/17,intel core i7-2600k
3.25,4/17,intel core i5-3320m
56.39,4/17,intel core i3-4130
19.0,4/17,intel core i5-2520m
40.99,4/17,intel core i5-3470
79.99,4/17,intel core i7-3770
19.99,4/17,intel xeon l5640
108.99,4/17,intel core i7-2700k
109.98,4/17,intel core i7-2600k
165.0,4/17,intel core i5-6600
50.98,4/17,intel core i7 840qm
127.5,4/17,intel core i5-8600k
75.0,4/17,intel core i5-7400
95.0,4/17,intel core i5-6600t
100.99,4/17,intel core i5-6600
53.94,4/17,intel xeon x5460
63.0,4/17,intel core i5-6500
309.9,4/17,amd ryzen 7 3800x
30.99,4/17,intel xeon x5650
55.18,4/17,amd a8-7600
38.89,4/17,intel xeon x5650
49.86,4/17,intel xeon x5650
173.5,4/17,amd ryzen 5 3600
6.0,4/17,amd athlon
285.0,4/17,amd 7 3700x
0.99,4/17,amd athlon 64 2650e
15.0,4/17,amd-k6-2
26.36,4/17,amd athlon x4 840
125.0,4/17,intel core i5-4590
3.0,4/17,intel xeon e5504
36.95,4/17,amd athlon x4 840
45.48,4/17,intel core i5-4570t
49.5,4/17,intel core i5-4430
129.03,4/17,intel core i5-4430
45.0,4/17,intel core i5-3570k
45.0,4/17,intel core i5-3550s
34.99,4/17,intel core i5-3550
19.95,4/17,intel core i5-660
35.19,4/17,intel xeon x7560
150.0,4/17,intel core i7-5960x
60.0,4/17,intel core i5-4570
99.95,4/17,amd fx-8320e
63.79,4/17,amd fx-8100 8120 8150
115.86,4/17,amd a8-9600
16.0,4/17,intel core i5-650
30.0,4/17,amd phenom ii x6
59.99,4/17,intel core i5-4690k
77.0,4/17,amd ryzen 7 1800x
16.0,4/17,amd phenom ii x4 820
19.41,4/17,amd athlon x4 840
71.0,4/17,amd ryzen 3 1200
28.99,4/17,amd athlon x4 840
14.98,4/17,amd athlon ii x4 610e
220.0,4/17,amd r5 3600x
195.0,4/17,amd r5 3600
5.99,4/17,amd athlon 64 x2
220.0,4/17,amd r5 3600x
115.0,4/17,amd ryzen 7 1700x
62.0,4/17,intel core i5-4670k
107.5,4/17,amd ryzen 5 1600x
35.99,4/17,amd a8-6500
68.99,4/17,amd fx-8100 8120 8150
63.79,4/17,amd fx-8100 8120 8150
45.0,4/17,intel core i3-4150
46.0,4/17,intel core i7-4800
159.89,4/17,intel core i7-4930mx
177.5,4/17,intel core i7-7700k
285.0,4/17,amd 7 3700x
175.0,4/17,intel core i7-4790k
309.9,4/17,amd ryzen 7 3800x
310.0,4/17,intel core i7-7700k
139.0,4/17,intel core i7-4770
129.99,4/17,intel core i7-4770k
107.97,4/17,intel core i7-4770
120.0,4/17,intel core i7-4790
119.99,4/17,intel core i7-4790
12.19,4/17,amd athlon ii x2 280
315.0,4/17,amd ryzen 5 5600x
179.0,4/17,intel core i7-4790k
88.0,4/17,intel core i7-4790
220.0,4/17,amd r5 3600x
33.0,4/18,amd a4-3400
49.5,4/18,intel xeon x5690
375.0,4/18,intel xeon e5-1680 v3
49.5,4/18,intel xeon x5690
30.0,4/18,intel core i5-4690k
50.0,4/18,intel xeon e5-2640 v3
183.49,4/18,amd ryzen 5 3400g
49.5,4/18,intel xeon x5690
39.99,4/18,intel core i3-2120
29.03,4/18,amd athlon xp
5.0,4/18,intel core i3-2120
14.99,4/18,intel pentium e2140
64.0,4/18,intel core i5-6600
71.99,4/18,intel core i7-3740qm
102.5,4/18,amd ryzen 5 2600x
25.0,4/18,intel core i3-2120
14.99,4/18,intel core 2 duo e8500
55.0,4/18,intel core i5-6500
202.5,4/18,intel core i7-9700k
44.95,4/18,amd phenom ii x6 1045t
50.0,4/18,intel core i7-2600
14.99,4/18,intel xeon e5320
24.99,4/18,intel xeon e5450
136.0,4/18,amd ryzen 5 2600
86.0,4/18,amd ryzen 7 1700
15.0,4/18,amd athlon 64 3800+
19.99,4/18,intel xeon e5520
78.0,4/18,amd fx-8370
62.0,4/18,intel core i7-3770
1.99,4/18,intel xeon e5520
165.0,4/18,intel xeon e3-1245 v6
0.99,4/18,amd opteron 2435
40.0,4/18,intel core i3-4170
9.99,4/18,intel pentium e6500
79.0,4/18,intel core i5-7500
128.5,4/18,intel core i5-4670k
4.99,4/18,intel xeon e5-2609
49.99,4/18,intel core i7-2600
97.0,4/18,intel xeon e3-1231 v3
195.66,4/18,intel xeon e5-2620 v2
150.0,4/18,intel core i7-4790k
59.99,4/18,intel core i5-2300
62.58,4/18,intel core i5-4690k
31.99,4/18,amd phenom ii x4 965
74.0,4/18,amd ryzen 5 1600
0.68,4/18,intel core 2 duo e6320
39.49,4/18,amd athlon x4 870k
49.5,4/18,intel xeon x5690
557.5,4/18,amd ryzen 9 3950x
16.95,4/18,intel xeon e5-2420 v2
29.9,4/18,intel core i3-550
319.91,4/18,intel xeon e5-2650
74.99,4/18,intel core i5-3570
16.56,4/18,intel core i5-3570k
278.0,4/18,intel xeon e5-2667 v2
132.5,4/18,amd ryzen 7 2700x
149.99,4/18,intel core i5-7600k
5.0,4/18,intel xeon x5550
49.99,4/18,intel core i5-4440s
21.5,4/18,intel core i5-4570
70.0,4/18,intel core i5-4690k
29.0,4/18,intel pentium mmx
290.28,4/18,intel xeon e5-2650 v4
17.5,4/18,intel core i5-2500k
20.0,4/18,amd fx-4300
30.0,4/18,amd phenom x2 511
31.95,4/18,intel core i3-4160t
4.99,4/18,intel core i3-560
34.99,4/18,intel core i3-2100
131.5,4/18,intel core i7-9700k
40.0,4/18,amd athlon x4 860k
19.0,4/18,intel xeon e5-2609 v2
10.9,4/18,amd phenom ii x3 720
20.0,4/18,intel xeon e3-1225
9.5,4/18,intel core 2 duo e7600
279.99,4/18,amd ryzen 7 3700x
40.0,4/18,amd fx-4300
289.99,4/18,intel xeon e5-2643 v4
24.95,4/18,intel xeon e5-1620
135.5,4/18,amd ryzen 5 3600
30.0,4/18,amd fx-4300
9.99,4/18,intel core 2 duo e6750
45.0,4/18,intel xeon w3680
9.0,4/18,intel core i3-550
40.0,4/18,intel core i5-4590
2.56,4/18,intel core 2 quad q8200
14.96,4/18,intel core i5-2400
9.99,4/18,intel core 2 duo e4600
14.99,4/18,intel xeon e5-440
26.0,4/18,amd fx-6300
179.99,4/18,intel core i7-4790k
130.0,4/18,intel core i7-4790k
127.96,4/18,intel core i7-4790k
34.99,4/18,intel core i5-3570
10.0,4/18,intel core i7-920
288.0,4/18,intel xeon e 2176g
187.5,4/18,amd ryzen 3600x
26.05,4/18,intel core 2 duo e7400
22.9,4/18,intel core i5-655k
29.9,4/18,intel core i5-3230m
229.99,4/18,intel xeon w-2140b
73.3,4/18,intel xeon x5670
344.88,4/18,intel xeon w-2150b
100.0,4/18,intel xeon e5-2637 v4
7.2,4/18,intel core i5-650
94.0,4/18,amd ryzen 3 3100
134.5,4/18,intel core i7-8700k
9.99,4/18,intel core 2 duo e4500
4.0,4/18,intel core 2 duo e4300
56.0,4/18,amd fx-8150
18.52,4/18,intel core 2 duo e4300
35.0,4/18,intel core i5-3570k
7.0,4/18,intel core i3-3240
16.99,4/18,intel core i3-3240
135.39,4/18,intel xeon e5-2430 v2
31.0,4/18,intel core i5-3570k
18.52,4/18,intel pentium e2140
59.0,4/18,intel core i5-3570
20.85,4/18,intel xeon e3-1220 v2
24.79,4/18,amd fx-8120
62.0,4/18,intel core i5-6400t
299.0,4/18,intel xeon e5-2690 v3
104.95,4/18,intel core i5-7500t
149.99,4/18,intel xeon e5-2650v4 es
89.0,4/18,intel core i7-4790
69.99,4/18,intel core i5-2500
16.5,4/18,intel core i3-3220t
60.0,4/18,amd a10-9700
100.0,4/18,intel core i5 9400f
120.0,4/18,intel core i7-6900k
169.0,4/18,intel xeon e5-1650 v4
182.5,4/18,intel core i7-8700k
35.0,4/18,amd fx-6100
11.0,4/18,intel pentium iii
160.0,4/18,intel core i7-4820k
284.99,4/18,amd ryzen 7 3700x
49.5,4/18,intel xeon x5690
143.5,4/18,amd ryzen 5 3600
27.99,4/18,intel core i5-2300
79.99,4/18,intel core i7-5960x
10.56,4/18,intel core 2 quad q6600
125.5,4/18,amd ryzen 5 2400g
15.0,4/18,intel core i3-2100t
39.99,4/18,intel xeon x5670
8.5,4/18,intel core i3-2310m
12.5,4/18,intel core i5-750
99.0,4/18,intel core i7-6700
16.99,4/18,intel core i3-3220
300.0,4/18,intel core i9-9900k
9.99,4/18,amd a4-7300
15.0,4/18,intel xeon x5670
212.48,4/18,intel core i7-7700k
879.99,4/18,intel xeon w-2191b
3.08,4/18,intel core 2 quad q6600
102.5,4/18,amd ryzen 5 2600x
35.99,4/18,intel xeon e5-1620 v2
132.5,4/18,amd ryzen 5 3500
90.0,4/18,amd ryzen 5 1600
126.04,4/18,intel core i7-4790k
269.99,4/18,intel core i7-7700k
14.99,4/18,intel core 2 duo e6850
250.0,4/18,intel core i7-7700k
147.5,4/18,intel i5-10400
148.38,4/18,intel xeon e5-2640 v1
9.99,4/18,intel core 2 duo e7300
15.5,4/18,intel core i5-3470
57.92,4/18,intel core i5-750
110.0,4/18,intel core i5-6500
39.19,4/18,intel xeon e5-2650 v2
205.0,4/18,intel core i7-6700
379.89,4/18,intel core i9-9820x
49.5,4/18,intel xeon x5690
15.0,4/18,intel core i7-950
175.0,4/18,intel core i7-2600k
279.99,4/18,amd ryzen 7 3700x
306.0,4/18,intel core i9-9900k
22.0,4/18,intel core i5-4590
39.99,4/18,intel xeon e5-620
0.99,4/18,intel xeon e5-620
7.99,4/18,intel core i3-2100
69.54,4/18,intel core i7-2600k
17.95,4/18,intel core i3-530
75.0,4/18,intel core i7-2600k
59.99,4/18,intel core i7-2640m
25.0,4/18,intel core i5-2400
34.99,4/19,intel xeon e3-1220 v3
12.0,4/19,intel core i5-2520m
211.0,4/19,amd ryzen 7 3700x
59.99,4/19,intel xeon x3330
3.99,4/19,intel core i3-2120
11.11,4/19,intel core i3-2100
66.95,4/19,amd a10-7850k
5.1,4/19,intel core i3-2120
38.93,4/19,intel core i3-4160
